REF + MAQ;Item;Desc. item;Tipo inventario;AREA;Preforma;Ciclo;Maquina;Cavidades;BOT/HORA;UNIDAD DE EMPAQUE;;Centro de trabajo;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ENCURTIDO 125CC TR 26 R45 3 SEMI 45        ;2932;BOT ENCURTIDO 125CC TR 26 R45 3;IN300501  ;SOPLADO;;11,08;SEMI 45        ;2;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ENCURTIDO 125CC TR 26 G R45 #2 ;2931;BOT ENCURTIDO 125CC TR 26 G R45 #2;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ENCURTIDO 125CC TR 26 G R45 ;2919;BOT ENCURTIDO 125CC TR 26 G R45;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DON ALFOLSO 375CC TR 18 G R28 ;972;BOT DON ALFOLSO 375CC TR 18 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC D/FECTANTE 900CC TR 25 G R ;969;BOT DISTRITEC D/FECTANTE 900CC TR 25 G R;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC ACEITE 900CC TR 25 G R28 ;968;BOT DISTRITEC ACEITE 900CC TR 25 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 500CC TR 18 G R28 ;967;BOT DISTRITEC 500CC TR 18 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 2000CC TR 41 G R28 SEMI 45        ;971;BOT DISTRITEC 2000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 2000CC TR 41 G R28 SEMI 23        ;971;BOT DISTRITEC 2000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 2000CC TR 41 G R28 SEMI 32        ;971;BOT DISTRITEC 2000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 2000CC TR 41 G R28 SEMI 42        ;971;BOT DISTRITEC 2000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 1000CC TR 25 G R28 COMPRAD ;3138;BOT DISTRITEC 1000CC TR 25 G R28 COMPRAD;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 1000CC TR 25 G R28 QUINKO LEOPARD ;970;BOT DISTRITEC 1000CC TR 25 G R28;IN300501  ;SOPLADO;;2,57;QUINKO LEOPARD ;4;5600;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 1000CC TR 25 G R28 QUINK LEOPARD 3;970;BOT DISTRITEC 1000CC TR 25 G R28;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DISTRITEC 1000CC TR 25 G R28 QUINK LEOPARD 4;970;BOT DISTRITEC 1000CC TR 25 G R28;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DICA 3000CC TR 58 G RC33 ;946;BOT DICA 3000CC TR 58 G RC33;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE BAJO 900CC TR 23,5 G RC26,7 ;939;BOT DIAMANTE BAJO 900CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE ALTO 900CC TR 23,5 G RC26,7 QUINK LEOPARD 4;945;BOT DIAMANTE ALTO 900CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE ALTO 900CC TR 23,5 G RC26,7 QUINKO LEOPARD ;945;BOT DIAMANTE ALTO 900CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;2,67;QUINKO LEOPARD ;4;5400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE ALTO 900CC TR 23,5 G RC26,6 QUINK LEOPARD 3;944;BOT DIAMANTE ALTO 900CC TR 23,5 G RC26,6;IN300500;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE ALTO 900CC TR 23,5 G RC26,5 QUINKO LEOPARD ;943;BOT DIAMANTE ALTO 900CC TR 23,5 G RC26,5;IN300499;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 500CC TR 16,5 R1881 ;3775;BOT DIAMANTE 500CC TR 16,5 R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 500CC TR 14,5 G RC26,7 QUINK LEOPARD 4;938;BOT DIAMANTE 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 500CC TR 14,5 G RC26,6 QUINK LEOPARD 3;937;BOT DIAMANTE 500CC TR 14,5 G RC26,6;IN300500;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 500CC TR 14,5 G RC26,5 QUINKO LEOPARD ;936;BOT DIAMANTE 500CC TR 14,5 G RC26,5;IN300499;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 450CC TR 14,5 G RC26,7 QUINK LEOPARD 4;937;BOT DIAMANTE 450CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 450CC TR 14,5 G RC26,7 QUINK LEOPARD 3;937;BOT DIAMANTE 450CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 450CC TR 14,5 G RC26,7 QUINKO LEOPARD ;937;BOT DIAMANTE 450CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 450CC TR 14,5 G RC26,6 QUINK LEOPARD 3;936;BOT DIAMANTE 450CC TR 14,5 G RC26,6;IN300500;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 450CC TR 14,5 G RC26,5 QUINKO LEOPARD ;935;BOT DIAMANTE 450CC TR 14,5 G RC26,5;IN300499;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 3000CC TR 58 G RC33 QUINKO 2       ;944;BOT DIAMANTE 3000CC TR 58 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 3000CC TR 50 G RC33 QUINKO 2       ;2285;BOT DIAMANTE 3000CC TR 50 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 3000CC TR 46 G RC33 QUINKO 2       ;943;BOT DIAMANTE 3000CC TR 46 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2700CC TR 58 G RC33 QUINKO 2       ;942;BOT DIAMANTE 2700CC TR 58 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2700CC TR 50 G RC33 PALLET MEGA 2         ;3830;BOT DIAMANTE 2700CC TR 50 G RC33 PALLET;IN300501  ;SOPLADO;;9,00;MEGA 2         ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2700CC TR 50 G RC33 PALLET QUINKO 2       ;3830;BOT DIAMANTE 2700CC TR 50 G RC33 PALLET;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2700CC TR 50 G RC33 PALLET MEGA 1         ;3830;BOT DIAMANTE 2700CC TR 50 G RC33 PALLET;IN300501  ;SOPLADO;;3,60;MEGA 1         ;2;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2700CC TR 50 G RC33 BOLSA MEGA 2         ;2445;BOT DIAMANTE 2700CC TR 50 G RC33 BOLSA;IN300501  ;SOPLADO;;9,00;MEGA 2         ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2700CC TR 50 G RC33 BOLSA QUINKO 2       ;2445;BOT DIAMANTE 2700CC TR 50 G RC33 BOLSA;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2700CC TR 46 G RC33 QUINKO 2       ;1165;BOT DIAMANTE 2700CC TR 46 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2600CC TR 47 G R1881 ;3528;BOT DIAMANTE 2600CC TR 47 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 SEMI 42        ;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 SEMI 45        ;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 SEMI 23        ;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 SEMI 32        ;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 AOLI 1         ;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 AOLI 2         ;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 AOLI 4         ;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 QUINKO LEOPARD ;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 QUINK LEOPARD 3;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 13 G R28 QUINK LEOPARD 4;2326;BOT DIAMANTE 250CC TR 13 G R28;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 11.5 G RC26.7 ;3077;BOT DIAMANTE 250CC TR 11.5 G RC26.7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 10 G RC26,7 QUINK LEOPARD 4;936;BOT DIAMANTE 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 10 G RC26,6 QUINK LEOPARD 3;935;BOT DIAMANTE 250CC TR 10 G RC26,6;IN300500;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 250CC TR 10 G RC26,5 QUINKO LEOPARD ;934;BOT DIAMANTE 250CC TR 10 G RC26,5;IN300499;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 220CC TR 11.5 G RC26.7 ;3076;BOT DIAMANTE 220CC TR 11.5 G RC26.7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 220CC TR 10 G RC26,7 QUINK LEOPARD 4;935;BOT DIAMANTE 220CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 220CC TR 10 G RC26,7 QUINKO LEOPARD ;935;BOT DIAMANTE 220CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 220CC TR 10 G RC26,6 QUINK LEOPARD 3;934;BOT DIAMANTE 220CC TR 10 G RC26,6;IN300500;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 220CC TR 10 G RC26,5 QUINKO LEOPARD ;933;BOT DIAMANTE 220CC TR 10 G RC26,5;IN300499;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 220 CC TR 8.8 G RC26.7 QUINKO LEOPARD ;5352;BOT DIAMANTE 220 CC TR 8.8 G RC26.7;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 220 CC TR 8.8 G RC26.7 QUINK LEOPARD 3;5352;BOT DIAMANTE 220 CC TR 8.8 G RC26.7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 220 CC TR 8.8 G RC26.7 QUINK LEOPARD 4;5352;BOT DIAMANTE 220 CC TR 8.8 G RC26.7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2100CC TR 46 G RC33 MEGA 2         ;5500;BOT DIAMANTE 2100CC TR 46 G RC33;IN300501  ;SOPLADO;;11,08;MEGA 2         ;2;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 2000CC TR 46 G RC33 ;941;BOT DIAMANTE 2000CC TR 46 G RC33;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 1000CC TR 25 G R 28 QUINKO LEOPARD ;2351;BOT DIAMANTE 1000CC TR 25 G R 28;IN300501  ;SOPLADO;;2,67;QUINKO LEOPARD ;4;5400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 1000CC TR 25 G R 28 QUINK LEOPARD 3;2351;BOT DIAMANTE 1000CC TR 25 G R 28;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 1000CC TR 25 G R 28 QUINK LEOPARD 4;2351;BOT DIAMANTE 1000CC TR 25 G R 28;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 1000CC TR 23,5 G RC26,7 AOLI 1         ;940;BOT DIAMANTE 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 1000CC TR 23,5 G RC26,7 AOLI 2         ;940;BOT DIAMANTE 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 1000CC TR 23,5 G RC26,7 AOLI 4         ;940;BOT DIAMANTE 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 1000CC TR 23,5 G RC26,7 QUINK LEOPARD 3;5011;BOT DIAMANTE 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE 1000CC TR 23,5 G RC26,7 QUINK LEOPARD 4;940;BOT DIAMANTE 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  900CC TR 21 G R1881 AOLI 1         ;2283;BOT DIAMANTE  900CC TR 21 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  900CC TR 21 G R1881 AOLI 2         ;2283;BOT DIAMANTE  900CC TR 21 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  900CC TR 21 G R1881 AOLI 4         ;2283;BOT DIAMANTE  900CC TR 21 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  1000CC TR 21 GR1881 QUINKO LEOPARD ;3773;BOT DIAMANTE  1000CC TR 21 GR1881;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  1000CC TR 21 GR1881 QUINK LEOPARD 3;3773;BOT DIAMANTE  1000CC TR 21 GR1881;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  1000CC TR 21 GR1881 QUINK LEOPARD 4;3773;BOT DIAMANTE  1000CC TR 21 GR1881;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  1000CC TR 21 GR1881 SEMI 32        ;3773;BOT DIAMANTE  1000CC TR 21 GR1881;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  1000CC TR 19,5 G R26,7 QUINKO LEOPARD ;5011;BOT DIAMANTE  1000CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;2,67;QUINKO LEOPARD ;4;5400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  1000CC TR 19,5 G R26,7 QUINK LEOPARD 3;5011;BOT DIAMANTE  1000CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  1000CC TR 19,5 G R26,7 QUINK LEOPARD 4;5011;BOT DIAMANTE  1000CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DIAMANTE  1000CC TR 19,5 G R26,7 AOLI 1         ;5011;BOT DIAMANTE  1000CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;5,40;AOLI 1         ;3;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 810CC TR 25 G R28 MEGA 1         ;965;BOT DESINFECTANTE 810CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 810CC TR 19,5 G R26,7 SEMI 42        ;2170;BOT DESINFECTANTE 810CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 810CC TR 19,5 G R26,7 MEGA 1         ;2170;BOT DESINFECTANTE 810CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 810CC TR 19,5 G R26,7 AOLI 1         ;2170;BOT DESINFECTANTE 810CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 810CC TR 19,5 G R26,7 AOLI 2         ;2170;BOT DESINFECTANTE 810CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 810CC TR 19,5 G R26,7 AOLI 4         ;2170;BOT DESINFECTANTE 810CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 810CC TR 19,5 G R26,7 SEMI 32        ;2170;BOT DESINFECTANTE 810CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;9,00;SEMI 32        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 150CC TR 10 G RC26,7 QUINKO LEOPARD ;964;BOT DESINFECTANTE 150CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 150CC TR 10 G RC26,7 QUINK LEOPARD 3;964;BOT DESINFECTANTE 150CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 150CC TR 10 G RC26,7 QUINK LEOPARD 4;964;BOT DESINFECTANTE 150CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECT 900CC TR 25 G R28 COMPRAD ;3141;BOT DESINFECT 900CC TR 25 G R28 COMPRAD;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESIFECTANTE 960CC TR 26,9 G R28 ;1170;BOT DESIFECTANTE 960CC TR 26,9 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESIFECTANTE 960CC TR 25 G R28 AOLI 1         ;2137;BOT DESIFECTANTE 960CC TR 25 G R28;IN300501  ;SOPLADO;;4,50;AOLI 1         ;3;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESIFECTANTE 960CC TR 25 G R28 AOLI 2         ;2137;BOT DESIFECTANTE 960CC TR 25 G R28;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESIFECTANTE 960CC TR 25 G R28 AOLI 4         ;2137;BOT DESIFECTANTE 960CC TR 25 G R28;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DESINFECTANTE 1000 TR 21G R 1881 SP MEGA 1         ;5961;BOT DESINFECTANTE 1000 TR 21G R 1881 SP;IN300502;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DES/TANTE 1000CC TR 21 R1881 MEGA 1         ;5718;BOT DES/TANTE 1000CC TR 21 R1881;IN300502;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT DES/TANTE 1000CC TR 21 R1881 SEMI 42        ;5718;BOT DES/TANTE 1000CC TR 21 R1881;IN300502;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CUKOLA 400CC TR 18,5 G R1881 ;1176;BOT CUKOLA 400CC TR 18,5 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT COLLMANS 180CC TR 18 G R28 ;1009;BOT COLLMANS 180CC TR 18 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT COLLMANS 175CC TR 25 G R28 ;3288;BOT COLLMANS 175CC TR 25 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT COLBEBIDAS 600CC TR 14,5 G RC26,7 ;960;BOT COLBEBIDAS 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT COFARMA 2000CC TR 56 G R28 ;1171;BOT COFARMA 2000CC TR 56 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 500CC TR 14,5 G RC26,7 QUINKO 1       ;931;BOT CIY RIQUISIMO 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 5000CC TR 98 G R38 SEMI 22        ;934;BOT CIY RIQUISIMO 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,29;SEMI 22        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 5000CC TR 98 G R38 SEMI 47        ;934;BOT CIY RIQUISIMO 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,29;SEMI 47        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT CIY RIQUISIMO 5000CC TR 98 G R38 SEMI BIDON 2   ;934;BOT CIY RIQUISIMO 5000CC TR 98 G R38;IN300501  ;SOPLADO;;10,29;SEMI BIDON 2   ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
