REF + MAQ;Item;Desc. item;Tipo inventario;AREA;Preforma;Ciclo;Maquina;Cavidades;BOT/HORA;UNIDAD DE EMPAQUE;;Centro de trabajo;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 600CC TR 16,5 G R1881 AOLI 1         ;1013;BOT ONE 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 600CC TR 16,5 G R1881 AOLI 2         ;1013;BOT ONE 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 600CC TR 16,5 G R1881 AOLI 4         ;1013;BOT ONE 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 600CC TR 16,5 G R1881 QUINK LEOPARD 2;1013;BOT ONE 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;2,27;QUINK LEOPARD 2;6;9500;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 600CC TR 16,5 G R1881 ;1174;BOT ONE 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC VERDE 18,5G R1881 ;1012;BOT ONE 400CC VERDE 18,5G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC TR 18,5 G R1881 AOLI 1         ;1011;BOT ONE 400CC TR 18,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC TR 18,5 G R1881 AOLI 2         ;1011;BOT ONE 400CC TR 18,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC TR 18,5 G R1881 AOLI 4         ;1011;BOT ONE 400CC TR 18,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC TR 18 G R1881 COMPRADA ;3137;BOT ONE 400CC TR 18 G R1881 COMPRADA;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC TR 16,5 G R1881 BOLSAS AOLI 1         ;1629;BOT ONE 400CC TR 16,5 G R1881 BOLSAS;IN300501  ;SOPLADO;;4,50;AOLI 1         ;3;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC TR 16,5 G R1881 BOLSAS AOLI 2         ;1629;BOT ONE 400CC TR 16,5 G R1881 BOLSAS;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC TR 16,5 G R1881 BOLSAS AOLI 4         ;1629;BOT ONE 400CC TR 16,5 G R1881 BOLSAS;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 400CC TR 16,5 G R1881 BOLSAS QUINK LEOPARD 2;1629;BOT ONE 400CC TR 16,5 G R1881 BOLSAS;IN300501  ;SOPLADO;;2,27;QUINK LEOPARD 2;6;9500;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 330CC TR 11,2 G R1881 ;1173;BOT ONE 330CC TR 11,2 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 300CC TR 11,2 G R1881 ;2530;BOT ONE 300CC TR 11,2 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 3000CC TR 54 G R1881 COMPRADA ;3493;BOT ONE 3000CC TR 54 G R1881 COMPRADA;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 16,5 G R1881 QUINK LEOPARD 2;1010;BOT ONE 250CC TR 16,5 G R1881;IN300501  ;SOPLADO;;2,27;QUINK LEOPARD 2;6;9500;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 16,5 G R1881 AOLI 2         ;1010;BOT ONE 250CC TR 16,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 16,5 G R1881 AOLI 4         ;1010;BOT ONE 250CC TR 16,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 16,5 G R1881 AOLI 1         ;1010;BOT ONE 250CC TR 16,5 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 11 G R1881 BOLSA AOLI 1         ;3689;BOT ONE 250CC TR 11 G R1881 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 11 G R1881 BOLSA AOLI 2         ;3689;BOT ONE 250CC TR 11 G R1881 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 11 G R1881 BOLSA AOLI 4         ;3689;BOT ONE 250CC TR 11 G R1881 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 11 G R1881 BOLSA QUINK LEOPARD 2;3689;BOT ONE 250CC TR 11 G R1881 BOLSA;IN300501  ;SOPLADO;;2,27;QUINK LEOPARD 2;6;9500;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 11 G R1881 QUINK LEOPARD 2;2226;BOT ONE 250CC TR 11 G R1881;IN300501  ;SOPLADO;;2,27;QUINK LEOPARD 2;6;9500;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 11 G R1881 AOLI 2         ;2226;BOT ONE 250CC TR 11 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 11 G R1881 AOLI 4         ;2226;BOT ONE 250CC TR 11 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 250CC TR 11 G R1881 AOLI 1         ;2226;BOT ONE 250CC TR 11 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 1000CC TR 31 G R1881 QUINK LEOPARD 2;1014;BOT ONE 1000CC TR 31 G R1881;IN300501  ;SOPLADO;;3,60;QUINK LEOPARD 2;6;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ONE 1,7 TR 40,5 G R1881 QUINK LEOPARD 2;1015;BOT ONE 1,7 TR 40,5 G R1881;IN300501  ;SOPLADO;;6,00;QUINK LEOPARD 2;6;3600;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OMI CUADRADO 5000CC TR 92 G R33 SEMI 30        ;4784;BOT OMI CUADRADO 5000CC TR 92 G R33;IN300501  ;SOPLADO;;10,91;SEMI 30        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OMI 600 TR 25 G R28MM SEMI 51        ;5104;BOT OMI 600 TR 25 G R28MM;IN300501  ;SOPLADO;;8,00;SEMI 51        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OMI 600 TR 25 G R28MM SEMI 51        ;5104;BOT OMI 600 TR 25 G R28MM;IN300501  ;SOPLADO;;8,00;SEMI 51        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OMI 600 TR 25 G R28MM SEMI 51        ;;BOT OMI 600 TR 25 G R28MM;IN300501  ;SOPLADO;;8,00;SEMI 51        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OMI 1000CC TR 21G R1881 50% PCR QUINK LEOPARD 2;5804;BOT OMI 1000CC TR 21G R1881 50% PCR;;SOPLADO;;3,60;QUINK LEOPARD 2;6;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OLEO 900CC TR 25 G R28 SEMI 45        ;1064;BOT OLEO 900CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OLEO 900CC TR 25 G R28 SEMI 23        ;1064;BOT OLEO 900CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OLEO 900CC TR 25 G R28 SEMI 32        ;1064;BOT OLEO 900CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT OLEO 900CC TR 25 G R28 SEMI 42        ;1064;BOT OLEO 900CC TR 25 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 46 G RC33 SEMI 45        ;1169;BOT NATURAL O.N. 1000CC TR 46 G RC33;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 46 G RC33 SEMI 23        ;1169;BOT NATURAL O.N. 1000CC TR 46 G RC33;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 46 G RC33 SEMI 32        ;1169;BOT NATURAL O.N. 1000CC TR 46 G RC33;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 46 G RC33 SEMI 42        ;1169;BOT NATURAL O.N. 1000CC TR 46 G RC33;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 41 G R28 SEMI 42        ;2661;BOT NATURAL O.N. 1000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 41 G R28 SEMI 45        ;2661;BOT NATURAL O.N. 1000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 41 G R28 SEMI 23        ;2661;BOT NATURAL O.N. 1000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 41 G R28 SEMI 32        ;2661;BOT NATURAL O.N. 1000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 41 G R28 MEGA 1         ;2661;BOT NATURAL O.N. 1000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 40.5 G R1881 MEGA 1         ;2309;BOT NATURAL O.N. 1000CC TR 40.5 G R1881;IN300501  ;SOPLADO;;18,00;MEGA 1         ;2;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 40.5 G R1881 SEMI 42        ;2309;BOT NATURAL O.N. 1000CC TR 40.5 G R1881;IN300501  ;SOPLADO;;18,00;SEMI 42        ;2;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 40.5 G R1880 SEMI 32        ;2308;BOT NATURAL O.N. 1000CC TR 40.5 G R1880;IN300500;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 40.5 G R1879 SEMI 23        ;2307;BOT NATURAL O.N. 1000CC TR 40.5 G R1879;IN300499;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 40.5 G R1878 SEMI 45        ;2306;BOT NATURAL O.N. 1000CC TR 40.5 G R1878;IN300498;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT NATURAL O.N. 1000CC TR 40.5 G R1877 SEMI 42        ;2305;BOT NATURAL O.N. 1000CC TR 40.5 G R1877;IN300497;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT MR BONO 600CC TR 18,5 G R1881 ;1175;BOT MR BONO 600CC TR 18,5 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT MIEL 250CC TR 25 G R28 MEGA 1         ;1005;BOT MIEL 250CC TR 25 G R28;IN300501  ;SOPLADO;;9,00;MEGA 1         ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT MARIA MINA 600CC TR 14,5 G RC26,7 SEMI 45        ;953;BOT MARIA MINA 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT MARIA MINA 600CC TR 14,5 G RC26,7 SEMI 23        ;953;BOT MARIA MINA 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT MARIA MINA 600CC TR 14,5 G RC26,7 SEMI 32        ;953;BOT MARIA MINA 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT MARIA MINA 600CC TR 14,5 G RC26,7 SEMI 42        ;953;BOT MARIA MINA 600CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 SEMI 45        ;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 SEMI 23        ;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 SEMI 32        ;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 QUINKO LEOPARD ;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,57;QUINKO LEOPARD ;4;5600;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 19,5 G RC26,7 QUINK LEOPARD 3;6025;BOT M/V 500CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 QUINK LEOPARD 3;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 QUINK LEOPARD 4;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 SEMI 42        ;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 AOLI 1         ;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,70;AOLI 1         ;3;2300;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 14,5 G RC26,7 AOLI 4         ;993;BOT M/V 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 12 G RC26,7 ;3854;BOT M/V 500CC TR 12 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 12 G RC26,7 QUINK LEOPARD 3;3854;BOT M/V 500CC TR 12 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 12 G RC26,7 QUINK LEOPARD 4;3854;BOT M/V 500CC TR 12 G RC26,7;IN300501  ;SOPLADO;;0,00;QUINK LEOPARD 4;;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 500CC TR 12 G RC26,7 AOLI 4         ;3854;BOT M/V 500CC TR 12 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI 45        ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI 23        ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI 32        ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI 42        ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI 22        ;997;BOT M/V 5000CC TR 92 G RC33;IN300503  ;SOPLADO;;10,91;SEMI 22        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI BIDON 2   ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;10,91;SEMI BIDON 2   ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 AOLI 5.        ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;8,00;AOLI 5.        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI 35        ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;10,91;SEMI 35        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI 30        ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;10,91;SEMI 30        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 92 G RC33 SEMI 47        ;997;BOT M/V 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;10,91;SEMI 47        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 75G R33. SEMI 35        ;5553;BOT M/V 5000CC TR 75G R33.;IN300501  ;SOPLADO;;13,58;SEMI 35        ;2;530;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 5000CC TR 75G R33 SEMI 35        ;5553;BOT M/V 5000CC TR 75G R33;IN300501  ;SOPLADO;;10,29;SEMI 35        ;2;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;5553;BOT M/V 5000CC TR 75G R33;;;;;;;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 375CC TR 14,5 G RC26,7 SEMI 45        ;992;BOT M/V 375CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 375CC TR 14,5 G RC26,7 SEMI 23        ;992;BOT M/V 375CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 375CC TR 14,5 G RC26,7 SEMI 32        ;992;BOT M/V 375CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 375CC TR 14,5 G RC26,7 SEMI 42        ;992;BOT M/V 375CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 375CC TR 10 G RC26,7 SEMI 42        ;2321;BOT M/V 375CC TR 10 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 375CC TR 10 G RC26,7 SEMI 45        ;2321;BOT M/V 375CC TR 10 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 375CC TR 10 G RC26,7 SEMI 23        ;2321;BOT M/V 375CC TR 10 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 375CC TR 10 G RC26,7 SEMI 32        ;2321;BOT M/V 375CC TR 10 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 3000CC TR 58 G RC33 ;996;BOT M/V 3000CC TR 58 G RC33;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 250CC TR 10 G RC26,7 ;991;BOT M/V 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 2000CC TR 46 G RC33 ;995;BOT M/V 2000CC TR 46 G RC33;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/V 1000CC TR 23,5 G RC26,7 ;994;BOT M/V 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/LL 500CC TR 14,5 G RC26,7 QUINKO LEOPARD ;989;BOT M/LL 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO LEOPARD ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/LL 500CC TR 14,5 G RC26,7 QUINKO 1       ;931;BOT M/LL 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/LL 250CC TR 10 G RC26,7 QUINKO LEOPARD ;988;BOT M/LL 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO LEOPARD ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/LL 250CC TR 10 G RC26,7 QUINKO 1       ;988;BOT M/LL 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/LL 1000CC TR 23,5 G RC26,7 QUINKO LEOPARD ;990;BOT M/LL 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO LEOPARD ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT M/FAMAR 900CC TR 25 G R28 ;2233;BOT M/FAMAR 900CC TR 25 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT LIMPIA VIDRIO 500CC TR 27 G R28 ;2208;BOT LIMPIA VIDRIO 500CC TR 27 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT LIMPIA VIDRIO 500CC TR 25 G R28 ;2207;BOT LIMPIA VIDRIO 500CC TR 25 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 500CC TR 25 G R28 ;986;BOT JUGO 500CC TR 25 G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 330CC TR 18 G R28 SEMI 45        ;985;BOT JUGO 330CC TR 18 G R28;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 330CC TR 18 G R28 SEMI 23        ;985;BOT JUGO 330CC TR 18 G R28;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 330CC TR 18 G R28 SEMI 32        ;985;BOT JUGO 330CC TR 18 G R28;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 330CC TR 18 G R28 SEMI 42        ;985;BOT JUGO 330CC TR 18 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 250CC TR 11 G R1881 AOLI 4         ;5164;BOT JUGO 250CC TR 11 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 250CC TR 11 G R1881 AOLI 4         ;5164;BOT JUGO 250CC TR 11 G R1881;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 1000CC TR 41 G R28 MEGA 1         ;987;BOT JUGO 1000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 1000CC TR 41 G R28 SEMI 35        ;987;BOT JUGO 1000CC TR 41 G R28;IN300501  ;SOPLADO;;9,00;SEMI 35        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 1000CC TR 41 G R28 SEMI 42        ;987;BOT JUGO 1000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
